cust,cust_name,inv_num,inv_date,due_date,currency,inv_amount,paid_total,balance,events
1319905,"",202304368,20231215 00:00:00.000,20231230 00:00:00.000,USD,134.50,0.00,134.50,1
1319905,"",202304412,20231218 00:00:00.000,20240102 00:00:00.000,USD,134.50,0.00,134.50,1
1319905,"",202304474,20231220 00:00:00.000,20240104 00:00:00.000,USD,134.50,0.00,134.50,1
1129701,"",202303839,20231109 00:00:00.000,20240108 00:00:00.000,USD,132.55,0.00,132.55,1
1129701,"",202303835,20231109 00:00:00.000,20240108 00:00:00.000,USD,132.30,0.00,132.30,1
1319904,"",202304227,20231208 00:00:00.000,20240107 00:00:00.000,USD,126.94,0.00,126.94,1
1319905,"",202304491,20231220 00:00:00.000,20240104 00:00:00.000,USD,124.76,0.00,124.76,1
1319905,"",202304299,20231212 00:00:00.000,20231227 00:00:00.000,USD,124.31,0.00,124.31,1
1319905,"",202304479,20231220 00:00:00.000,20240104 00:00:00.000,USD,124.31,0.00,124.31,1
1975001,"",202303391,20231003 00:00:00.000,20240101 00:00:00.000,USD,122.51,0.00,122.51,1
1319905,"",202304269,20231211 00:00:00.000,20231226 00:00:00.000,USD,120.80,0.00,120.80,1
1319905,"",202304374,20231215 00:00:00.000,20231230 00:00:00.000,USD,120.80,0.00,120.80,1
1319905,"",202304417,20231218 00:00:00.000,20240102 00:00:00.000,USD,120.80,0.00,120.80,1
1319905,"",202304451,20231219 00:00:00.000,20240103 00:00:00.000,USD,120.80,0.00,120.80,1
1319905,"",202304480,20231220 00:00:00.000,20240104 00:00:00.000,USD,120.80,0.00,120.80,1
1129701,"",202303838,20231109 00:00:00.000,20240108 00:00:00.000,USD,118.70,0.00,118.70,1
1319905,"",202304205,20231207 00:00:00.000,20231222 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304240,20231208 00:00:00.000,20231223 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304276,20231211 00:00:00.000,20231226 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304329,20231213 00:00:00.000,20231228 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304423,20231218 00:00:00.000,20240102 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304456,20231219 00:00:00.000,20240103 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304485,20231220 00:00:00.000,20240104 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304506,20231221 00:00:00.000,20240105 00:00:00.000,USD,113.40,0.00,113.40,1
1319905,"",202304247,20231209 00:00:00.000,20231224 00:00:00.000,USD,113.28,0.00,113.28,1
1319905,"",202304308,20231212 00:00:00.000,20231227 00:00:00.000,USD,105.51,0.00,105.51,1
1319905,"",202304487,20231220 00:00:00.000,20240104 00:00:00.000,USD,105.51,0.00,105.51,1
1319904,"",202304228,20231208 00:00:00.000,20240107 00:00:00.000,USD,100.79,0.00,100.79,1
1319905,"",202304416,20231218 00:00:00.000,20240102 00:00:00.000,USD,99.31,0.00,99.31,1
1319905,"",202304209,20231207 00:00:00.000,20231222 00:00:00.000,USD,99.28,0.00,99.28,1
1319905,"",202304242,20231208 00:00:00.000,20231223 00:00:00.000,USD,98.85,0.00,98.85,1
1319905,"",202304307,20231212 00:00:00.000,20231227 00:00:00.000,USD,98.85,0.00,98.85,1
1319905,"",202304356,20231214 00:00:00.000,20231229 00:00:00.000,USD,98.85,0.00,98.85,1
1319905,"",202304427,20231218 00:00:00.000,20240102 00:00:00.000,USD,98.85,0.00,98.85,1
1319905,"",202304486,20231220 00:00:00.000,20240104 00:00:00.000,USD,98.85,0.00,98.85,1
1319905,"",202304246,20231209 00:00:00.000,20231224 00:00:00.000,USD,92.78,0.00,92.78,1
1319905,"",202304266,20231211 00:00:00.000,20231226 00:00:00.000,USD,83.90,0.00,83.90,1
1319905,"",202304297,20231212 00:00:00.000,20231227 00:00:00.000,USD,83.90,0.00,83.90,1
1319905,"",202304335,20231214 00:00:00.000,20231229 00:00:00.000,USD,83.90,0.00,83.90,1
1319905,"",202304477,20231220 00:00:00.000,20240104 00:00:00.000,USD,83.90,0.00,83.90,1
1319905,"",202304215,20231207 00:00:00.000,20231222 00:00:00.000,USD,73.39,0.00,73.39,1
1319905,"",202304310,20231212 00:00:00.000,20231227 00:00:00.000,USD,73.39,0.00,73.39,1
1319905,"",202304464,20231219 00:00:00.000,20240103 00:00:00.000,USD,72.56,0.00,72.56,1
1319905,"",202304493,20231220 00:00:00.000,20240104 00:00:00.000,USD,72.56,0.00,72.56,1
1319905,"",202304525,20231228 00:00:00.000,20240112 00:00:00.000,USD,18.59,0.00,18.59,1
